Order_ID,Order_Date,Location,Customer_Type,Category,Product,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Net_Sales,Cost,Profit,Payment_Method
648,2025-04-09 00:00:00,Davanagere,Wholesale,Stationery,Marker Set,7,628,0.05,219.8,4176.2,2612.37,1563.83,Cash
649,2025-04-01 00:00:00,Hubballi,Wholesale,Stationery,File Folder,1,253,0.05,12.65,240.35,187.29,53.06,UPI
650,2025-09-11 00:00:00,Mangaluru,Retail,Stationery,Marker Set,5,194,0.1,97,873,557.72,315.28,UPI
651,2025-11-28 00:00:00,Davanagere,Online,Stationery,File Folder,7,634,0,0,4438,3537.81,900.19,Net Banking
652,2025-04-26 00:00:00,Bengaluru,Wholesale,Electronics,USB Cable,3,575,0,0,1725,1390.08,334.92,Cash
653,2025-07-03 00:00:00,Bengaluru,Wholesale,Electronics,Headphones,1,1193,0.05,59.65,1133.35,792.47,340.88,Card
654,2025-10-03 00:00:00,Bengaluru,Online,Fitness,Dumbbells,3,939,0.15,422.55,2394.45,1719.31,675.14,Card
655,2025-08-30 00:00:00,Bengaluru,Retail,Stationery,Pen Set,7,367,0.1,256.9,2312.1,1391.04,921.06,Card
656,2025-04-23 00:00:00,Davanagere,Retail,Electronics,USB Cable,4,477,0.1,190.8,1717.2,1170.14,547.06,Net Banking
657,2025-06-26 00:00:00,Mangaluru,Retail,Home,Water Bottle,4,416,0.05,83.2,1580.8,1264.1,316.7,Net Banking
658,2025-08-01 00:00:00,Davanagere,Online,Home,Bedsheet,3,743,0,0,2229,1809.99,419.01,Card
659,2025-08-25 00:00:00,Bengaluru,Online,Electronics,Wireless Mouse,2,1188,0.15,356.4,2019.6,1182.01,837.59,Card
660,2025-04-04 00:00:00,Hubballi,Retail,Home,Wall Clock,7,1039,0,0,7273,5586.09,1686.91,UPI
661,2025-08-17 00:00:00,Mangaluru,Wholesale,Fitness,Skipping Rope,7,1669,0,0,11683,6712.31,4970.69,UPI
662,2025-03-16 00:00:00,Mangaluru,Retail,Stationery,Notebook,2,78,0.15,23.4,132.6,97.14,35.46,UPI
663,2025-04-12 00:00:00,Mysuru,Online,Electronics,Headphones,5,922,0.1,461,4149,2841.71,1307.29,Cash
664,2025-11-22 00:00:00,Bengaluru,Online,Stationery,Pen Set,1,653,0,0,653,374.33,278.67,Cash
665,2025-05-19 00:00:00,Mysuru,Retail,Electronics,USB Cable,1,1706,0,0,1706,950.23,755.77,Card
666,2025-11-05 00:00:00,Hubballi,Wholesale,Electronics,USB Cable,1,947,0.05,47.35,899.65,532.42,367.23,Net Banking
667,2025-03-30 00:00:00,Hubballi,Retail,Electronics,Power Bank,2,1429,0.05,142.9,2715.1,2167.76,547.34,Net Banking
668,2025-10-02 00:00:00,Mysuru,Retail,Fitness,Dumbbells,1,1475,0.05,73.75,1401.25,925.92,475.33,UPI
669,2025-11-30 00:00:00,Hubballi,Retail,Electronics,Power Bank,3,1100,0.05,165,3135,1954.75,1180.25,Card
670,2025-12-07 00:00:00,Mysuru,Wholesale,Stationery,Notebook,1,252,0,0,252,146.54,105.46,Net Banking
671,2025-01-23 00:00:00,Bengaluru,Retail,Fitness,Dumbbells,3,570,0,0,1710,1276.85,433.15,Card
672,2025-08-04 00:00:00,Hubballi,Wholesale,Home,Water Bottle,6,1115,0,0,6690,5157.7,1532.3,Net Banking
673,2025-06-19 00:00:00,Bengaluru,Wholesale,Electronics,USB Cable,2,900,0,0,1800,1441.88,358.12,Net Banking
674,2025-09-23 00:00:00,Mangaluru,Wholesale,Home,Wall Clock,4,960,0.1,384,3456,2150.57,1305.43,Cash
675,2025-03-12 00:00:00,Mysuru,Wholesale,Stationery,Pen Set,7,666,0,0,4662,3301.17,1360.83,Card
676,2025-05-13 00:00:00,Mangaluru,Online,Home,Storage Box,3,439,0.1,131.7,1185.3,776.11,409.19,UPI
677,2025-10-05 00:00:00,Mysuru,Online,Fitness,Resistance Band,4,1114,0.05,222.8,4233.2,3326.42,906.78,Card
678,2025-06-01 00:00:00,Mysuru,Online,Fitness,Gym Gloves,6,2023,0.1,1213.8,10924.2,8227.38,2696.82,UPI
679,2025-02-23 00:00:00,Davanagere,Wholesale,Stationery,Pen Set,7,436,0.05,152.6,2899.4,1765.16,1134.24,Net Banking
680,2025-02-25 00:00:00,Davanagere,Wholesale,Stationery,Pen Set,5,425,0,0,2125,1299.11,825.89,UPI
681,2025-02-22 00:00:00,Davanagere,Wholesale,Fitness,Resistance Band,3,1725,0,0,5175,3459.18,1715.82,Card
682,2025-02-17 00:00:00,Mangaluru,Retail,Electronics,Headphones,6,1133,0.1,679.8,6118.2,4596.9,1521.3,Net Banking
683,2025-06-10 00:00:00,Hubballi,Retail,Electronics,Power Bank,2,1147,0,0,2294,1839.86,454.14,Net Banking
684,2025-09-10 00:00:00,Bengaluru,Wholesale,Stationery,Desk Organizer,3,589,0.1,176.7,1590.3,1079.53,510.77,UPI
685,2025-11-21 00:00:00,Hubballi,Retail,Home,Water Bottle,1,1067,0.05,53.35,1013.65,605.19,408.46,Card
686,2025-07-10 00:00:00,Davanagere,Retail,Fitness,Skipping Rope,1,2092,0.05,104.6,1987.4,1127.68,859.72,Cash
687,2025-09-02 00:00:00,Hubballi,Online,Fitness,Resistance Band,7,1870,0.1,1309,11781,8502.92,3278.08,Net Banking
688,2025-01-29 00:00:00,Bengaluru,Online,Electronics,Power Bank,7,1199,0,0,8393,5708.19,2684.81,Net Banking
689,2025-05-18 00:00:00,Hubballi,Retail,Electronics,USB Cable,7,895,0.05,313.25,5951.75,4600.64,1351.11,UPI
690,2025-01-28 00:00:00,Mysuru,Wholesale,Home,Table Lamp,7,1669,0,0,11683,6736.94,4946.06,Net Banking
691,2025-11-16 00:00:00,Davanagere,Retail,Home,Water Bottle,7,1668,0.1,1167.6,10508.4,7382.23,3126.17,Cash
692,2025-01-20 00:00:00,Davanagere,Online,Electronics,Wireless Mouse,1,1427,0.1,142.7,1284.3,983.83,300.47,Cash
693,2025-05-10 00:00:00,Mangaluru,Wholesale,Fitness,Skipping Rope,6,2030,0,0,12180,9503.99,2676.01,Cash
694,2025-06-15 00:00:00,Davanagere,Wholesale,Home,Water Bottle,3,778,0.05,116.7,2217.3,1573.54,643.76,Cash
695,2025-04-25 00:00:00,Davanagere,Online,Electronics,Wireless Mouse,7,1927,0.05,674.45,12814.55,7296.2,5518.35,Net Banking
696,2025-06-28 00:00:00,Davanagere,Wholesale,Home,Water Bottle,1,626,0.1,62.6,563.4,406.3,157.1,UPI
697,2025-06-18 00:00:00,Hubballi,Retail,Fitness,Skipping Rope,4,978,0,0,3912,2762.18,1149.82,Card
698,2025-07-01 00:00:00,Hubballi,Retail,Home,Wall Clock,2,446,0,0,892,675.75,216.25,UPI
699,2025-05-12 00:00:00,Mysuru,Wholesale,Electronics,Keyboard,3,731,0,0,2193,1704.7,488.3,Card
700,2025-10-12 00:00:00,Davanagere,Wholesale,Home,Water Bottle,2,388,0,0,776,450.19,325.81,Net Banking
701,2025-09-10 00:00:00,Bengaluru,Wholesale,Home,Table Lamp,3,372,0,0,1116,683.4,432.6,Card
702,2025-06-14 00:00:00,Hubballi,Online,Home,Wall Clock,3,440,0,0,1320,995.1,324.9,Net Banking
703,2025-02-17 00:00:00,Hubballi,Retail,Stationery,File Folder,3,557,0,0,1671,1215.1,455.9,UPI
704,2025-04-12 00:00:00,Davanagere,Wholesale,Stationery,Pen Set,2,126,0,0,252,190.74,61.26,Cash
705,2025-08-13 00:00:00,Mangaluru,Wholesale,Home,Table Lamp,6,1541,0.05,462.3,8783.7,6641.26,2142.44,Card
706,2025-07-28 00:00:00,Bengaluru,Online,Fitness,Skipping Rope,3,1289,0.05,193.35,3673.65,2430.8,1242.85,Cash
707,2025-09-03 00:00:00,Bengaluru,Retail,Fitness,Dumbbells,1,1800,0.1,180,1620,1075.51,544.49,Cash
708,2025-08-22 00:00:00,Bengaluru,Wholesale,Home,Bedsheet,6,1403,0,0,8418,5010.54,3407.46,Net Banking
709,2025-05-30 00:00:00,Mangaluru,Retail,Electronics,Keyboard,4,382,0,0,1528,1202.38,325.62,Net Banking
710,2025-04-26 00:00:00,Bengaluru,Wholesale,Electronics,Power Bank,5,2156,0,0,10780,8537.72,2242.28,Card
711,2025-08-07 00:00:00,Mangaluru,Online,Stationery,Notebook,1,674,0.05,33.7,640.3,412.78,227.52,Card
712,2025-06-07 00:00:00,Mysuru,Retail,Fitness,Resistance Band,4,290,0,0,1160,697.98,462.02,Net Banking
713,2025-11-03 00:00:00,Mangaluru,Online,Electronics,USB Cable,4,1582,0,0,6328,4947.63,1380.37,UPI
714,2025-04-20 00:00:00,Hubballi,Wholesale,Electronics,USB Cable,4,766,0.05,153.2,2910.8,1824.37,1086.43,UPI
715,2025-05-20 00:00:00,Mangaluru,Retail,Home,Water Bottle,6,755,0.1,453,4077,2535.18,1541.82,Card
716,2025-07-09 00:00:00,Bengaluru,Online,Stationery,Pen Set,7,677,0,0,4739,2868.99,1870.01,Net Banking
717,2025-05-27 00:00:00,Bengaluru,Wholesale,Fitness,Yoga Mat,7,683,0.1,478.1,4302.9,2895.35,1407.55,Cash
718,2025-06-21 00:00:00,Davanagere,Online,Home,Storage Box,6,1325,0,0,7950,5205.55,2744.45,Cash
719,2025-11-24 00:00:00,Bengaluru,Retail,Electronics,Wireless Mouse,4,1259,0.1,503.6,4532.4,2564.13,1968.27,Cash
720,2025-07-26 00:00:00,Mysuru,Wholesale,Stationery,File Folder,5,429,0,0,2145,1558.51,586.49,Card
721,2025-03-14 00:00:00,Bengaluru,Wholesale,Electronics,Headphones,4,1724,0,0,6896,5353.75,1542.25,Net Banking
722,2025-11-26 00:00:00,Mangaluru,Online,Home,Bedsheet,6,1508,0,0,9048,5574.3,3473.7,Net Banking
723,2025-08-30 00:00:00,Davanagere,Retail,Stationery,Marker Set,3,105,0.1,31.5,283.5,160.96,122.54,Net Banking
724,2025-11-13 00:00:00,Bengaluru,Retail,Electronics,Power Bank,4,2293,0,0,9172,5219.09,3952.91,Cash
725,2025-11-23 00:00:00,Mysuru,Retail,Electronics,Keyboard,2,1957,0.05,195.7,3718.3,2050.16,1668.14,UPI
726,2025-09-26 00:00:00,Mangaluru,Retail,Stationery,Notebook,2,229,0.1,45.8,412.2,306.84,105.36,UPI
727,2025-08-13 00:00:00,Mysuru,Wholesale,Home,Water Bottle,4,1130,0,0,4520,3490.1,1029.9,Card
728,2025-12-23 00:00:00,Bengaluru,Online,Stationery,Notebook,4,587,0.05,117.4,2230.6,1648,582.6,UPI
729,2025-07-05 00:00:00,Mysuru,Wholesale,Fitness,Resistance Band,5,1324,0,0,6620,4981.06,1638.94,UPI
730,2025-12-22 00:00:00,Hubballi,Wholesale,Fitness,Skipping Rope,2,1317,0,0,2634,1672.58,961.42,UPI
731,2025-03-30 00:00:00,Mangaluru,Online,Fitness,Skipping Rope,1,788,0,0,788,540.83,247.17,Card
732,2025-06-14 00:00:00,Davanagere,Wholesale,Home,Table Lamp,3,1693,0.05,253.95,4825.05,3482.26,1342.79,Cash
733,2025-10-13 00:00:00,Davanagere,Retail,Fitness,Dumbbells,5,536,0,0,2680,2156.76,523.24,Card
734,2025-12-22 00:00:00,Mangaluru,Online,Electronics,Wireless Mouse,3,552,0.1,165.6,1490.4,1200.43,289.97,Net Banking
735,2025-10-07 00:00:00,Mangaluru,Online,Home,Bedsheet,5,1798,0,0,8990,4967.1,4022.9,Net Banking
736,2025-01-31 00:00:00,Hubballi,Wholesale,Electronics,Headphones,4,2457,0,0,9828,7579.8,2248.2,Net Banking
737,2025-06-16 00:00:00,Mysuru,Wholesale,Electronics,Headphones,7,556,0,0,3892,2603.2,1288.8,Cash
738,2025-07-06 00:00:00,Bengaluru,Wholesale,Fitness,Skipping Rope,6,782,0,0,4692,2905.28,1786.72,Cash
739,2025-06-24 00:00:00,Davanagere,Online,Electronics,Power Bank,3,1231,0.1,369.3,3323.7,1941.24,1382.46,Cash
740,2025-12-03 00:00:00,Davanagere,Retail,Home,Storage Box,6,1570,0.05,471,8949,6299.96,2649.04,Card
741,2025-10-24 00:00:00,Hubballi,Retail,Fitness,Gym Gloves,6,1601,0.1,960.6,8645.4,6050.08,2595.32,Net Banking
742,2025-10-08 00:00:00,Davanagere,Wholesale,Electronics,Wireless Mouse,1,1021,0.05,51.05,969.95,624.88,345.07,UPI
743,2025-03-02 00:00:00,Davanagere,Retail,Electronics,USB Cable,1,1934,0,0,1934,1436.48,497.52,Cash
744,2025-09-28 00:00:00,Davanagere,Retail,Electronics,Keyboard,1,1197,0,0,1197,978.1,218.9,Net Banking
745,2025-03-30 00:00:00,Bengaluru,Online,Fitness,Resistance Band,4,947,0,0,3788,2183.48,1604.52,UPI
746,2025-02-15 00:00:00,Mysuru,Wholesale,Electronics,Power Bank,5,1831,0,0,9155,6652.42,2502.58,Cash
747,2025-11-27 00:00:00,Mangaluru,Wholesale,Home,Table Lamp,6,1659,0.05,497.7,9456.3,7602.61,1853.69,UPI
748,2025-08-16 00:00:00,Hubballi,Online,Electronics,Power Bank,3,471,0,0,1413,880.02,532.98,UPI
749,2025-05-17 00:00:00,Mysuru,Wholesale,Electronics,Power Bank,5,808,0.05,202,3838,2648.89,1189.11,Cash
750,2025-07-14 00:00:00,Davanagere,Retail,Electronics,Wireless Mouse,6,1361,0,0,8166,5441.54,2724.46,Card
751,2025-07-22 00:00:00,Mangaluru,Wholesale,Stationery,Pen Set,7,572,0,0,4004,2982.52,1021.48,Cash
752,2025-04-17 00:00:00,Bengaluru,Online,Home,Bedsheet,3,272,0.05,40.8,775.2,489.44,285.76,Net Banking
753,2025-08-23 00:00:00,Hubballi,Online,Stationery,Desk Organizer,4,265,0,0,1060,608.62,451.38,UPI
754,2025-01-21 00:00:00,Mangaluru,Wholesale,Electronics,Power Bank,4,1711,0,0,6844,5083.81,1760.19,Net Banking
755,2025-06-30 00:00:00,Davanagere,Retail,Home,Water Bottle,4,934,0.05,186.8,3549.2,2590.07,959.13,Card
756,2025-02-28 00:00:00,Mangaluru,Wholesale,Electronics,Keyboard,4,862,0,0,3448,1929.15,1518.85,Cash
757,2025-08-07 00:00:00,Mangaluru,Wholesale,Electronics,Keyboard,1,736,0,0,736,570.45,165.55,UPI
758,2025-01-29 00:00:00,Bengaluru,Wholesale,Home,Water Bottle,7,600,0,0,4200,2601.55,1598.45,Cash
759,2025-05-22 00:00:00,Bengaluru,Retail,Stationery,Marker Set,4,546,0.05,109.2,2074.8,1485.19,589.61,UPI
760,2025-04-22 00:00:00,Mangaluru,Online,Home,Table Lamp,6,866,0,0,5196,3621.25,1574.75,Card
761,2025-03-28 00:00:00,Mangaluru,Retail,Home,Storage Box,5,886,0.15,664.5,3765.5,2969.53,795.97,Card
762,2025-04-06 00:00:00,Davanagere,Retail,Stationery,Pen Set,5,162,0.05,40.5,769.5,536.02,233.48,UPI
763,2025-05-02 00:00:00,Mangaluru,Retail,Electronics,Keyboard,2,1412,0.05,141.2,2682.8,1610.22,1072.58,Card
764,2025-03-28 00:00:00,Hubballi,Online,Fitness,Skipping Rope,2,261,0.05,26.1,495.9,377.71,118.19,Cash
765,2025-01-16 00:00:00,Davanagere,Online,Home,Water Bottle,2,536,0,0,1072,834.46,237.54,Net Banking
766,2025-03-30 00:00:00,Hubballi,Wholesale,Electronics,Headphones,7,1267,0,0,8869,4965.66,3903.34,UPI
767,2025-09-15 00:00:00,Hubballi,Retail,Home,Table Lamp,3,1193,0,0,3579,2013.56,1565.44,Cash
768,2025-03-28 00:00:00,Mangaluru,Retail,Fitness,Resistance Band,3,989,0.1,296.7,2670.3,1851.29,819.01,UPI
769,2025-01-04 00:00:00,Bengaluru,Online,Electronics,Power Bank,6,2013,0.05,603.9,11474.1,6662.03,4812.07,Card
770,2025-12-10 00:00:00,Bengaluru,Wholesale,Home,Water Bottle,1,849,0,0,849,591.26,257.74,Net Banking
771,2025-12-14 00:00:00,Hubballi,Retail,Electronics,USB Cable,5,446,0.05,111.5,2118.5,1568.81,549.69,UPI
772,2025-05-05 00:00:00,Davanagere,Retail,Home,Storage Box,3,1686,0.1,505.8,4552.2,2562.51,1989.69,Cash
773,2025-05-16 00:00:00,Davanagere,Retail,Fitness,Gym Gloves,3,1598,0,0,4794,2864.56,1929.44,Card
774,2025-08-19 00:00:00,Bengaluru,Wholesale,Fitness,Skipping Rope,7,1698,0,0,11886,7542.37,4343.63,Cash
775,2025-01-29 00:00:00,Bengaluru,Online,Electronics,USB Cable,4,1006,0.1,402.4,3621.6,2545.2,1076.4,Card
776,2025-07-29 00:00:00,Mangaluru,Wholesale,Home,Storage Box,2,1785,0,0,3570,2817.87,752.13,Card
777,2025-08-25 00:00:00,Mangaluru,Retail,Electronics,Keyboard,5,1939,0,0,9695,6479.56,3215.44,Cash
778,2025-02-18 00:00:00,Mysuru,Retail,Stationery,File Folder,1,529,0,0,529,418.14,110.86,Net Banking
779,2025-09-25 00:00:00,Mangaluru,Retail,Fitness,Yoga Mat,4,290,0.05,58,1102,617.51,484.49,UPI
780,2025-07-27 00:00:00,Mysuru,Wholesale,Home,Table Lamp,5,1061,0.05,265.25,5039.75,3009.46,2030.29,Net Banking
781,2025-12-19 00:00:00,Mysuru,Retail,Home,Storage Box,5,1250,0,0,6250,4415.63,1834.37,Cash
782,2025-11-12 00:00:00,Mysuru,Online,Fitness,Dumbbells,6,579,0.05,173.7,3300.3,1941.27,1359.03,Card
783,2025-04-25 00:00:00,Mangaluru,Wholesale,Electronics,Headphones,5,439,0,0,2195,1797.93,397.07,Card
784,2025-12-05 00:00:00,Mangaluru,Wholesale,Stationery,File Folder,7,527,0,0,3689,2120.57,1568.43,Card
785,2025-04-22 00:00:00,Hubballi,Online,Electronics,Keyboard,7,1400,0.05,490,9310,5257.96,4052.04,UPI
786,2025-02-09 00:00:00,Hubballi,Online,Electronics,Power Bank,6,1421,0.1,852.6,7673.4,5344.1,2329.3,Net Banking
787,2025-12-02 00:00:00,Hubballi,Retail,Home,Storage Box,7,1642,0.05,574.7,10919.3,7715.09,3204.21,Net Banking
788,2025-10-15 00:00:00,Bengaluru,Retail,Stationery,Marker Set,2,541,0,0,1082,788.61,293.39,Net Banking
789,2025-10-21 00:00:00,Hubballi,Online,Electronics,USB Cable,1,1690,0.1,169,1521,1202.79,318.21,Net Banking
790,2025-07-07 00:00:00,Bengaluru,Retail,Electronics,Headphones,5,1942,0,0,9710,6331.57,3378.43,Card
791,2025-01-22 00:00:00,Mangaluru,Online,Home,Wall Clock,1,709,0,0,709,533.43,175.57,Cash
792,2025-05-18 00:00:00,Mysuru,Wholesale,Fitness,Gym Gloves,2,933,0,0,1866,1502.28,363.72,Cash
793,2025-09-14 00:00:00,Hubballi,Retail,Home,Wall Clock,3,1554,0,0,4662,3385.13,1276.87,Card
794,2025-12-30 00:00:00,Hubballi,Retail,Electronics,Wireless Mouse,7,830,0.15,871.5,4938.5,3136.48,1802.02,UPI
795,2025-10-13 00:00:00,Bengaluru,Retail,Fitness,Resistance Band,2,992,0,0,1984,1146.59,837.41,Net Banking
796,2025-12-19 00:00:00,Davanagere,Wholesale,Home,Water Bottle,7,1408,0,0,9856,6435.08,3420.92,UPI
797,2025-02-04 00:00:00,Hubballi,Wholesale,Fitness,Resistance Band,3,1705,0,0,5115,3384.27,1730.73,Cash
798,2025-08-17 00:00:00,Mysuru,Wholesale,Home,Table Lamp,6,531,0,0,3186,2380.25,805.75,Net Banking
799,2025-05-24 00:00:00,Mysuru,Online,Fitness,Dumbbells,2,482,0,0,964,747.94,216.06,UPI
800,2025-08-20 00:00:00,Hubballi,Wholesale,Home,Wall Clock,1,741,0.05,37.05,703.95,447.3,256.65,Cash
801,2025-05-15 00:00:00,Davanagere,Online,Home,Table Lamp,2,213,0.1,42.6,383.4,303.22,80.18,Cash
802,2025-01-04 00:00:00,Hubballi,Online,Electronics,USB Cable,1,593,0,0,593,414.15,178.85,Card
803,2025-07-26 00:00:00,Mysuru,Online,Home,Water Bottle,3,1029,0.1,308.7,2778.3,1859.28,919.02,UPI
804,2025-01-21 00:00:00,Mysuru,Retail,Fitness,Resistance Band,4,1232,0.1,492.8,4435.2,2492.22,1942.98,Net Banking
805,2025-10-30 00:00:00,Davanagere,Online,Electronics,USB Cable,3,544,0.05,81.6,1550.4,1174.62,375.78,UPI
806,2025-12-24 00:00:00,Bengaluru,Online,Electronics,USB Cable,1,2212,0,0,2212,1405.33,806.67,UPI
807,2025-04-21 00:00:00,Bengaluru,Online,Electronics,Power Bank,1,817,0,0,817,664.96,152.04,Card
808,2025-07-26 00:00:00,Davanagere,Online,Home,Wall Clock,7,646,0.15,678.3,3843.7,3143.42,700.28,Card
809,2025-05-27 00:00:00,Davanagere,Online,Electronics,USB Cable,7,1015,0.1,710.5,6394.5,4431.7,1962.8,Net Banking
810,2025-09-07 00:00:00,Mangaluru,Wholesale,Fitness,Dumbbells,6,1085,0.1,651,5859,3425.75,2433.25,Cash
811,2025-06-03 00:00:00,Bengaluru,Retail,Stationery,Marker Set,5,308,0,0,1540,1227.4,312.6,UPI
812,2025-03-18 00:00:00,Hubballi,Wholesale,Fitness,Skipping Rope,7,470,0.05,164.5,3125.5,2096.42,1029.08,UPI
813,2025-03-02 00:00:00,Mysuru,Wholesale,Fitness,Dumbbells,6,802,0.05,240.6,4571.4,3641.54,929.86,Cash
814,2025-12-02 00:00:00,Mysuru,Retail,Electronics,Keyboard,3,1204,0.05,180.6,3431.4,2168.45,1262.95,UPI
815,2025-10-06 00:00:00,Hubballi,Retail,Fitness,Yoga Mat,4,1361,0.05,272.2,5171.8,2923.36,2248.44,UPI
816,2025-05-08 00:00:00,Davanagere,Online,Home,Bedsheet,7,1051,0,0,7357,5822.36,1534.64,Card
817,2025-01-29 00:00:00,Hubballi,Wholesale,Home,Storage Box,1,311,0,0,311,238.74,72.26,Card
818,2025-01-21 00:00:00,Davanagere,Wholesale,Electronics,Power Bank,6,431,0.15,387.9,2198.1,1790.41,407.69,Cash
819,2025-02-02 00:00:00,Bengaluru,Online,Stationery,File Folder,6,84,0.1,50.4,453.6,266.46,187.14,UPI
820,2025-11-15 00:00:00,Hubballi,Wholesale,Stationery,File Folder,5,185,0.05,46.25,878.75,561.08,317.67,Card
821,2025-04-15 00:00:00,Mysuru,Wholesale,Electronics,Power Bank,2,2148,0,0,4296,2642.2,1653.8,UPI
822,2025-11-15 00:00:00,Hubballi,Retail,Stationery,Desk Organizer,7,91,0.15,95.55,541.45,350.64,190.81,Cash
823,2025-02-17 00:00:00,Mangaluru,Wholesale,Electronics,USB Cable,3,446,0,0,1338,822.5,515.5,UPI
824,2025-12-10 00:00:00,Mysuru,Wholesale,Fitness,Dumbbells,5,1973,0,0,9865,6983.28,2881.72,Cash
825,2025-03-13 00:00:00,Mangaluru,Wholesale,Fitness,Yoga Mat,3,562,0,0,1686,1265.21,420.79,Cash
826,2025-02-11 00:00:00,Bengaluru,Wholesale,Electronics,Headphones,1,1995,0.05,99.75,1895.25,1166.32,728.93,Card
827,2025-02-08 00:00:00,Hubballi,Online,Stationery,Marker Set,1,463,0,0,463,359.52,103.48,Cash
828,2025-01-05 00:00:00,Mangaluru,Wholesale,Fitness,Skipping Rope,6,382,0,0,2292,1641.64,650.36,Card
829,2025-05-05 00:00:00,Mysuru,Online,Electronics,Keyboard,2,1946,0.05,194.6,3697.4,2741.04,956.36,Card
830,2025-11-03 00:00:00,Davanagere,Wholesale,Home,Water Bottle,2,784,0.05,78.4,1489.6,892.18,597.42,Net Banking
831,2025-06-30 00:00:00,Mysuru,Wholesale,Electronics,Headphones,3,1599,0,0,4797,3125.75,1671.25,Card
832,2025-03-09 00:00:00,Bengaluru,Online,Fitness,Yoga Mat,4,1141,0.1,456.4,4107.6,3348.7,758.9,Card
833,2025-06-24 00:00:00,Bengaluru,Retail,Electronics,Wireless Mouse,7,584,0,0,4088,3342.21,745.79,UPI
834,2025-10-14 00:00:00,Mangaluru,Retail,Home,Storage Box,4,1479,0,0,5916,3759.65,2156.35,Net Banking
835,2025-02-04 00:00:00,Bengaluru,Online,Stationery,Marker Set,1,574,0.05,28.7,545.3,337.47,207.83,UPI
836,2025-05-08 00:00:00,Mysuru,Wholesale,Home,Storage Box,4,562,0,0,2248,1543.86,704.14,Card
837,2025-11-13 00:00:00,Bengaluru,Wholesale,Electronics,Keyboard,2,2323,0,0,4646,2766.37,1879.63,Card
838,2025-06-29 00:00:00,Mangaluru,Online,Electronics,Headphones,7,498,0.05,174.3,3311.7,1908.09,1403.61,Cash
839,2025-03-27 00:00:00,Mangaluru,Online,Fitness,Resistance Band,2,1457,0,0,2914,1926.65,987.35,UPI
840,2025-10-18 00:00:00,Bengaluru,Wholesale,Stationery,Marker Set,4,557,0,0,2228,1600.02,627.98,Net Banking
841,2025-01-08 00:00:00,Hubballi,Retail,Electronics,Wireless Mouse,5,1001,0,0,5005,3640.75,1364.25,Net Banking
842,2025-07-01 00:00:00,Bengaluru,Retail,Fitness,Resistance Band,2,1090,0.05,109,2071,1230.5,840.5,UPI
843,2025-09-22 00:00:00,Mangaluru,Wholesale,Electronics,Power Bank,7,2029,0.05,710.15,13492.85,7885.81,5607.04,Cash
844,2025-01-20 00:00:00,Davanagere,Online,Electronics,Power Bank,2,1025,0,0,2050,1590.44,459.56,UPI
845,2025-06-27 00:00:00,Hubballi,Retail,Stationery,Pen Set,1,186,0.05,9.3,176.7,107.44,69.26,Net Banking
846,2025-10-02 00:00:00,Mysuru,Wholesale,Fitness,Dumbbells,7,1867,0.05,653.45,12415.55,9712.29,2703.26,Net Banking
847,2025-02-27 00:00:00,Mangaluru,Wholesale,Electronics,Wireless Mouse,4,924,0.05,184.8,3511.2,2126.52,1384.68,UPI
848,2025-12-22 00:00:00,Davanagere,Wholesale,Fitness,Resistance Band,7,1215,0,0,8505,4968.73,3536.27,UPI
849,2025-01-17 00:00:00,Davanagere,Retail,Home,Water Bottle,2,367,0.05,36.7,697.3,417.37,279.93,UPI
850,2025-03-13 00:00:00,Bengaluru,Wholesale,Fitness,Resistance Band,7,1545,0,0,10815,8437.41,2377.59,Card
851,2025-06-06 00:00:00,Mangaluru,Retail,Electronics,Power Bank,6,920,0,0,5520,3051.42,2468.58,Net Banking
852,2025-12-14 00:00:00,Bengaluru,Online,Fitness,Yoga Mat,1,1850,0,0,1850,1361.78,488.22,Cash
853,2025-02-11 00:00:00,Hubballi,Wholesale,Stationery,Pen Set,3,420,0.1,126,1134,702.68,431.32,Net Banking
854,2025-10-08 00:00:00,Hubballi,Online,Stationery,Desk Organizer,4,184,0,0,736,595.42,140.58,UPI
855,2025-12-24 00:00:00,Davanagere,Wholesale,Electronics,USB Cable,3,653,0.1,195.9,1763.1,1247.39,515.71,Card
856,2025-02-22 00:00:00,Mysuru,Online,Fitness,Gym Gloves,2,1972,0,0,3944,3213.47,730.53,Card
857,2025-09-09 00:00:00,Mysuru,Online,Electronics,USB Cable,3,2353,0,0,7059,5375.4,1683.6,UPI
858,2025-07-24 00:00:00,Mangaluru,Online,Electronics,Wireless Mouse,7,2323,0.1,1626.1,14634.9,11848.49,2786.41,Net Banking
859,2025-07-31 00:00:00,Hubballi,Wholesale,Electronics,Headphones,7,556,0,0,3892,2413.88,1478.12,UPI
860,2025-03-21 00:00:00,Bengaluru,Wholesale,Stationery,Notebook,2,616,0.1,123.2,1108.8,652.24,456.56,Card
861,2025-08-03 00:00:00,Mangaluru,Online,Fitness,Gym Gloves,5,1967,0.1,983.5,8851.5,7247.72,1603.78,Card
862,2025-11-07 00:00:00,Mangaluru,Wholesale,Home,Water Bottle,1,933,0,0,933,733.13,199.87,Cash
863,2025-10-30 00:00:00,Hubballi,Retail,Home,Storage Box,5,1169,0.1,584.5,5260.5,3916.75,1343.75,Card
